Gene	GeneName	Chromosome	TSS	Strand	DistanceTSStoORF
RAD14	YMR201C	chr13	644483	-	34
ERG2	YMR202W	chr13	644914	+	25
TOM40	YMR203W	chr13	645874	+	20
PFK2	YMR205C	chr13	652223	-	55
YMR206W	YMR206W	chr13	653138	+	154
HFA1	YMR207C	chr13	661399	-	439
ERG12	YMR208W	chr13	661845	+	18
YMR209C	YMR209C	chr13	664691	-	11
MGL2	YMR210W	chr13	664887	+	23
DML1	YMR211W	chr13	666458	+	18
EFR3	YMR212C	chr13	670582	-	146
CEF1	YMR213W	chr13	670722	+	52
GAS3	YMR215W	chr13	674164	+	27
SKY1	YMR216C	chr13	678599	-	167
GUA1	YMR217W	chr13	679124	+	59
TRS130	YMR218C	chr13	684296	-	32
ESC1	YMR219W	chr13	684447	+	63
ERG8	YMR220W	chr13	689675	+	18
FMP42	YMR221C	chr13	692835	-	13
FSH2	YMR222C	chr13	693714	-	28
UBP8	YMR223W	chr13	693861	+	231
MRE11	YMR224C	chr13	698080	-	50
MRPL44	YMR225C	chr13	698801	-	21
YMR226C	YMR226C	chr13	699805	-	32
TAF7	YMR227C	chr13	701809	-	47
MTF1	YMR228W	chr13	701996	+	7
RRP5	YMR229C	chr13	708602	-	102
RPS10B	YMR230W	chr13	709759	+	32
PEP5	YMR231W	chr13	710894	+	28
TRI1	YMR233W	chr13	716546	+	16
RNH1	YMR234W	chr13	717543	+	100
RNA1	YMR235C	chr13	720136	-	24
TAF9	YMR236W	chr13	720328	+	20
BCH1	YMR237W	chr13	721055	+	71
DFG5	YMR238W	chr13	723596	+	134
RNT1	YMR239C	chr13	727117	-	63
CUS1	YMR240C	chr13	728676	-	59
YHM2	YMR241W	chr13	729193	+	145
RPL20A	YMR242C	chr13	731707	-	110
ZRC1	YMR243C	chr13	733654	-	111
YMR244W	YMR244W	chr13	734540	+	64
COA6	YMR244C-A	chr13	736227	-	42
FAA4	YMR246W	chr13	737151	+	8
GAD1	YMR250W	chr13	747699	+	51
HOR7	YMR251W-A	chr13	751651	+	39
MLO1	YMR252C	chr13	752672	-	15
YMR253C	YMR253C	chr13	754181	-	53
GFD1	YMR255W	chr13	754883	+	53
COX7	YMR256C	chr13	756099	-	37
PET111	YMR257C	chr13	759356	-	389
ROY1	YMR258C	chr13	761266	-	48
TRM732	YMR259C	chr13	765881	-	59
TIF11	YMR260C	chr13	766803	-	25
TPS3	YMR261C	chr13	770480	-	170
YMR262W	YMR262W	chr13	770627	+	40
SAP30	YMR263W	chr13	771834	+	26
CUE1	YMR264W	chr13	772688	+	49
YMR265C	YMR265C	chr13	774844	-	-12
RSN1	YMR266W	chr13	775438	+	17
PRP24	YMR268C	chr13	781198	-	42
TMA23	YMR269W	chr13	781360	+	30
RRN9	YMR270C	chr13	783495	-	141
URA10	YMR271C	chr13	784520	-	41
SCS7	YMR272C	chr13	787691	-	39
ZDS1	YMR273C	chr13	791071	-	188
RCE1	YMR274C	chr13	792261	-	47
BUL1	YMR275C	chr13	795532	-	47
DSK2	YMR276W	chr13	795714	+	19
FCP1	YMR277W	chr13	797043	+	119
PRM15	YMR278W	chr13	799607	+	40
CAT8	YMR280C	chr13	808243	-	42
GPI12	YMR281W	chr13	809152	+	59
AEP2	YMR282C	chr13	812017	-	47
RIT1	YMR283C	chr13	813722	-	-17
YKU70	YMR284W	chr13	815015	+	44
NGL2	YMR285C	chr13	818571	-	8
MRPL33	YMR286W	chr13	818797	+	17
DSS1	YMR287C	chr13	822253	-	36
HSH155	YMR288W	chr13	822430	+	13
ABZ2	YMR289W	chr13	825534	+	23
HAS1	YMR290C	chr13	828485	-	22
TDA1	YMR291W	chr13	829421	+	83
GOT1	YMR292W	chr13	831637	+	30
HER2	YMR293C	chr13	833695	-	30
JNM1	YMR294W	chr13	833812	+	27
YMR295C	YMR295C	chr13	835818	-	55
LCB1	YMR296C	chr13	837876	-	114
PRC1	YMR297W	chr13	838718	+	70
LIP1	YMR298W	chr13	840663	+	22
DYN3	YMR299C	chr13	842262	-	46
ADE4	YMR300C	chr13	844080	-	126
ATM1	YMR301C	chr13	846542	-	52
YME2	YMR302C	chr13	849525	-	37
ADH2	YMR303C	chr13	851255	-	55
UBP15	YMR304W	chr13	851630	+	210
SCW10	YMR305C	chr13	857238	-	137
GAS1	YMR307W	chr13	863783	+	88
PSE1	YMR308C	chr13	869236	-	147
NIP1	YMR309C	chr13	872375	-	81
YMR310C	YMR310C	chr13	873582	-	45
GLC8	YMR311C	chr13	874510	-	39
ELP6	YMR312W	chr13	875236	+	37
TGL3	YMR313C	chr13	878190	-	15
PRE5	YMR314W	chr13	878534	+	43
YMR315W	YMR315W	chr13	879626	+	42
DIA1	YMR316W	chr13	881629	+	64
ADH6	YMR318C	chr13	889382	-	44
FET4	YMR319C	chr13	891909	-	176
AAD14	YNL331C	chr14	7541	-	155
RPD3	YNL330C	chr14	9484	-	44
PEX6	YNL329C	chr14	12789	-	18
MDJ2	YNL328C	chr14	13434	-	22
EGT2	YNL327W	chr14	14164	+	22
PFA3	YNL326C	chr14	18517	-	32
FIG4	YNL325C	chr14	21520	-	4
LEM3	YNL323W	chr14	22038	+	44
KRE1	YNL322C	chr14	24391	-	18
VNX1	YNL321W	chr14	24808	+	26
YNL320W	YNL320W	chr14	27781	+	57
PFS2	YNL317W	chr14	30752	+	5
PHA2	YNL316C	chr14	33269	-	56
ATP11	YNL315C	chr14	34416	-	-2
DAL82	YNL314W	chr14	34578	+	7
EMW1	YNL313C	chr14	38191	-	31
RFA2	YNL312W	chr14	38386	+	39
SKP2	YNL311C	chr14	41831	-	5
ZIM17	YNL310C	chr14	42601	-	32
STB1	YNL309W	chr14	42752	+	48
KRI1	YNL308C	chr14	46076	-	41
MCK1	YNL307C	chr14	47877	-	166
MRPS18	YNL306W	chr14	48267	+	26
BXI1	YNL305C	chr14	49960	-	31
YPT11	YNL304W	chr14	50400	+	35
RPS19B	YNL302C	chr14	53111	-	30
RPL18B	YNL301C	chr14	54724	-	24
TOS6	YNL300W	chr14	55790	+	92
TRF5	YNL299W	chr14	56579	+	76
CLA4	YNL298W	chr14	58850	+	203
MON2	YNL297C	chr14	66752	-	31
RIM21	YNL294C	chr14	70577	-	179
MSB3	YNL293W	chr14	70737	+	41
PUS4	YNL292W	chr14	72935	+	9
MID1	YNL291C	chr14	76167	-	214
RFC3	YNL290W	chr14	76331	+	25
PCL1	YNL289W	chr14	77954	+	81
CAF40	YNL288W	chr14	80300	+	141
SEC21	YNL287W	chr14	81943	+	189
CUS2	YNL286W	chr14	85266	+	95
MRPL10	YNL284C	chr14	93991	-	-47
WSC2	YNL283C	chr14	96982	-	351
POP3	YNL282W	chr14	97599	+	24
HCH1	YNL281W	chr14	98374	+	29
ERG24	YNL280C	chr14	100408	-	61
PRM1	YNL279W	chr14	100847	+	6
CAF120	YNL278W	chr14	103138	+	69
MET2	YNL277W	chr14	107175	+	110
BOR1	YNL275W	chr14	109181	+	17
GOR1	YNL274C	chr14	112145	-	45
TOF1	YNL273W	chr14	112764	+	49
SEC2	YNL272C	chr14	119110	-	96
BNI1	YNL271C	chr14	125607	-	261
BSC4	YNL269W	chr14	127024	+	655
ALP1	YNL270C	chr14	127673	-	32
LYP1	YNL268W	chr14	128475	+	57
PIK1	YNL267W	chr14	130780	+	84
IST1	YNL265C	chr14	135228	-	21
PDR17	YNL264C	chr14	136558	-	18
YIF1	YNL263C	chr14	137906	-	141
POL2	YNL262W	chr14	138124	+	13
ORC5	YNL261W	chr14	145016	+	-2
LTO1	YNL260C	chr14	147283	-	-85
ATX1	YNL259C	chr14	147807	-	29
DSL1	YNL258C	chr14	150295	-	8
SIP3	YNL257C	chr14	154290	-	56
FOL1	YNL256W	chr14	154452	+	85
GIS2	YNL255C	chr14	157731	-	27
RTC4	YNL254C	chr14	159215	-	53
TEX1	YNL253W	chr14	159900	+	32
MRPL17	YNL252C	chr14	162210	-	10
NRD1	YNL251C	chr14	164501	-	272
RAD50	YNL250W	chr14	165302	+	22
MPA43	YNL249C	chr14	170958	-	22
RPA49	YNL248C	chr14	172555	-	33
YNL247W	YNL247W	chr14	172812	+	-23
VPS75	YNL246W	chr14	175357	+	17
SUI1	YNL244C	chr14	177443	-	33
SLA2	YNL243W	chr14	177903	+	62
ATG2	YNL242W	chr14	181089	+	149
ZWF1	YNL241C	chr14	187945	-	92
NAR1	YNL240C	chr14	189934	-	47
LAP3	YNL239W	chr14	190444	+	35
KEX2	YNL238W	chr14	192056	+	282
YTP1	YNL237W	chr14	195051	+	47
SIN4	YNL236W	chr14	196807	+	33
YNL234W	YNL234W	chr14	200200	+	-57
BNI4	YNL233W	chr14	201647	+	182
CSL4	YNL232W	chr14	204805	+	28
PDR16	YNL231C	chr14	207100	-	148
URE2	YNL229C	chr14	210322	-	214
JJJ1	YNL227C	chr14	212391	-	56
CNM67	YNL225C	chr14	214405	-	32
SQS1	YNL224C	chr14	217088	-	85
ATG4	YNL223W	chr14	217270	+	4
SSU72	YNL222W	chr14	218961	+	37
POP1	YNL221C	chr14	223681	-	82
ADE12	YNL220W	chr14	224226	+	91
ALG9	YNL219C	chr14	227713	-	146
MGS1	YNL218W	chr14	228133	+	9
PPN2	YNL217W	chr14	230208	+	27
RAP1	YNL216W	chr14	231553	+	40
IES2	YNL215W	chr14	234285	+	87
PEX17	YNL214W	chr14	235500	+	21
RRG9	YNL213C	chr14	237096	-	88
VID27	YNL212W	chr14	237331	+	34
SSB2	YNL209W	chr14	241940	+	23
YNL208W	YNL208W	chr14	244303	+	19
RIO2	YNL207W	chr14	245116	+	141
RTT106	YNL206C	chr14	248066	-	7
SPS19	YNL202W	chr14	249460	+	22
PSY2	YNL201C	chr14	253378	-	271
NNR1	YNL200C	chr14	254457	-	100
GCR2	YNL199C	chr14	256553	-	119
WHI3	YNL197C	chr14	259835	-	338
YNL194C	YNL194C	chr14	263617	-	98
YNL193W	YNL193W	chr14	264252	+	20
CHS1	YNL192W	chr14	266291	+	115
DUG3	YNL191W	chr14	270310	+	25
YNL190W	YNL190W	chr14	272076	+	222
SRP1	YNL189W	chr14	273969	+	194
KAR1	YNL188W	chr14	276110	+	101
SWT21	YNL187W	chr14	277682	+	215
UBP10	YNL186W	chr14	279208	+	193
MRPL19	YNL185C	chr14	282669	-	97
NPR1	YNL183C	chr14	285518	-	106
IPI3	YNL182C	chr14	287581	-	51
PBR1	YNL181W	chr14	288169	+	69
RHO5	YNL180C	chr14	290731	-	179
RPS3	YNL178W	chr14	292555	+	18
MRPL22	YNL177C	chr14	294547	-	39
TDA7	YNL176C	chr14	297052	-	179
NOP13	YNL175C	chr14	298535	-	36
MDG1	YNL173C	chr14	299984	-	40
APC1	YNL172W	chr14	300424	+	99
PSD1	YNL169C	chr14	307610	-	55
FMP41	YNL168C	chr14	308734	-	41
SKO1	YNL167C	chr14	311599	-	356
BNI5	YNL166C	chr14	313471	-	22
YNL165W	YNL165W	chr14	313639	+	77
IBD2	YNL164C	chr14	316381	-	177
RIA1	YNL163C	chr14	320022	-	65
RPL42A	YNL162W	chr14	321162	+	44
CBK1	YNL161W	chr14	322310	+	171
YGP1	YNL160W	chr14	326374	+	55
ASI2	YNL159C	chr14	329252	-	21
PGA1	YNL158W	chr14	329460	+	36
IGO1	YNL157W	chr14	330212	+	24
NSG2	YNL156C	chr14	332023	-	171
CUZ1	YNL155W	chr14	332296	+	104
YCK2	YNL154C	chr14	335386	-	226
GIM3	YNL153C	chr14	335979	-	37
INN1	YNL152W	chr14	336176	+	21
RPC31	YNL151C	chr14	338455	-	50
PGA2	YNL149C	chr14	339658	-	18
ALF1	YNL148C	chr14	340566	-	11
LSM7	YNL147W	chr14	340747	+	77
MFA2	YNL145W	chr14	342257	+	41
YNL144C	YNL144C	chr14	345041	-	115
MEP2	YNL142W	chr14	347247	+	68
AAH1	YNL141W	chr14	349406	+	25
THO2	YNL139C	chr14	355640	-	88
SRV2	YNL138W	chr14	356545	+	31
NAM9	YNL137C	chr14	359984	-	94
EAF7	YNL136W	chr14	360194	+	9
FPR1	YNL135C	chr14	362078	-	17
YNL134C	YNL134C	chr14	363460	-	45
FYV6	YNL133C	chr14	364546	-	20
KRE33	YNL132W	chr14	365064	+	91
TOM22	YNL131W	chr14	368554	+	47
CPT1	YNL130C	chr14	370707	-	42
NRK1	YNL129W	chr14	371120	+	194
FAR11	YNL127W	chr14	373745	+	76
SPC98	YNL126W	chr14	376998	+	63
ESBP6	YNL125C	chr14	382213	-	212
NAF1	YNL124W	chr14	383557	+	-831
NMA111	YNL123W	chr14	384486	+	33
YNL122C	YNL122C	chr14	388176	-	-28
TOM70	YNL121C	chr14	390419	-	48
NCS2	YNL119W	chr14	390866	+	8
DCP2	YNL118C	chr14	395461	-	63
MLS1	YNL117W	chr14	396129	+	63
DMA2	YNL116W	chr14	398114	+	61
YNL115C	YNL115C	chr14	401922	-	35
RPC19	YNL113W	chr14	402555	+	48
DBP2	YNL112W	chr14	403414	+	41
CYB5	YNL111C	chr14	407113	-	31
NOP15	YNL110C	chr14	408306	-	38
YNL108C	YNL108C	chr14	409640	-	34
YAF9	YNL107W	chr14	409829	+	49
INP52	YNL106C	chr14	414377	-	102
LEU4	YNL104C	chr14	416659	-	125
MET4	YNL103W	chr14	417364	+	151
POL1	YNL102W	chr14	419809	+	58
AVT4	YNL101W	chr14	424579	+	200
MIC27	YNL100W	chr14	427347	+	46
OCA1	YNL099C	chr14	429097	-	33
RAS2	YNL098C	chr14	430396	-	44
PHO23	YNL097C	chr14	432250	-	132
RPS7B	YNL096C	chr14	434114	-	44
YNL095C	YNL095C	chr14	436802	-	211
APP1	YNL094W	chr14	437089	+	273
YPT53	YNL093W	chr14	439529	+	90
YNL092W	YNL092W	chr14	440573	+	49
NST1	YNL091W	chr14	442018	+	141
RHO2	YNL090W	chr14	446171	+	145
TOP2	YNL088W	chr14	447384	+	72
TCB2	YNL087W	chr14	452055	+	108
SNN1	YNL086W	chr14	456002	+	84
MKT1	YNL085W	chr14	456617	+	266
END3	YNL084C	chr14	460908	-	54
SAL1	YNL083W	chr14	461119	+	10
PMS1	YNL082W	chr14	463095	+	47
SWS2	YNL081C	chr14	466409	-	39
EOS1	YNL080C	chr14	467954	-	172
TPM1	YNL079C	chr14	468955	-	40
NIS1	YNL078W	chr14	469473	+	33
MKS1	YNL076W	chr14	473036	+	258
IMP4	YNL075W	chr14	475292	+	53
MLF3	YNL074C	chr14	477897	-	46
MSK1	YNL073W	chr14	478109	+	4
RNH201	YNL072W	chr14	480023	+	21
LAT1	YNL071W	chr14	481219	+	31
TOM7	YNL070W	chr14	483031	+	53
RPL16B	YNL069C	chr14	484750	-	31
RPL9B	YNL067W	chr14	489355	+	44
SUN4	YNL066W	chr14	490650	+	583
AQR1	YNL065W	chr14	493349	+	93
YDJ1	YNL064C	chr14	497008	-	193
MTQ1	YNL063W	chr14	497514	+	-38
NOP2	YNL061W	chr14	500219	+	39
ARP5	YNL059C	chr14	504669	-	16
YNL058C	YNL058C	chr14	506498	-	67
OCA2	YNL056W	chr14	506924	+	43
POR1	YNL055C	chr14	508602	-	39
VAC7	YNL054W	chr14	515742	+	56
MSG5	YNL053W	chr14	519544	+	110
COX5A	YNL052W	chr14	521406	+	31
COG5	YNL051W	chr14	522365	+	6
SFB2	YNL049C	chr14	527631	-	8
ALG11	YNL048W	chr14	527867	+	18
SLM2	YNL047C	chr14	531622	-	29
YNL046W	YNL046W	chr14	532039	+	-23
LAP2	YNL045W	chr14	532696	+	-21
YIP3	YNL044W	chr14	534909	+	71
BOP3	YNL042W	chr14	537723	+	89
COG6	YNL041C	chr14	541740	-	41
YNL040W	YNL040W	chr14	543047	+	45
BDP1	YNL039W	chr14	544713	+	47
GPI15	YNL038W	chr14	546732	+	0
IDH1	YNL037C	chr14	548819	-	105
NCE103	YNL036W	chr14	549475	+	51
YNL035C	YNL035C	chr14	559464	-	67
SIW14	YNL032W	chr14	564085	+	128
HHT2	YNL031C	chr14	565773	-	16
HHF2	YNL030W	chr14	566404	+	30
KTR5	YNL029C	chr14	568528	-	48
CRZ1	YNL027W	chr14	569178	+	109
SAM50	YNL026W	chr14	571604	+	23
SSN8	YNL025C	chr14	575025	-	27
KSH1	YNL024C-A	chr14	576609	-	82
EFM6	YNL024C	chr14	577575	-	21
FAP1	YNL023C	chr14	580916	-	49
RCM1	YNL022C	chr14	582631	-	25
HDA1	YNL021W	chr14	582864	+	70
ARK1	YNL020C	chr14	587374	-	128
PUB1	YNL016W	chr14	592564	+	50
PBI2	YNL015W	chr14	595038	+	53
HEF3	YNL014W	chr14	595954	+	64
YNL011C	YNL011C	chr14	602889	-	20
YNL010W	YNL010W	chr14	603295	+	39
IDP3	YNL009W	chr14	604486	+	34
ASI3	YNL008C	chr14	607965	-	25
SIS1	YNL007C	chr14	609391	-	127
LST8	YNL006W	chr14	609756	+	10
MRP7	YNL005C	chr14	612172	-	45
HRB1	YNL004W	chr14	612578	+	36
PET8	YNL003C	chr14	615560	-	32
RLP7	YNL002C	chr14	616876	-	35
DOM34	YNL001W	chr14	617092	+	63
CIT1	YNR001C	chr14	620860	-	100
ATO2	YNR002C	chr14	623595	-	40
RPC34	YNR003C	chr14	625033	-	37
SWM2	YNR004W	chr14	625616	+	26
VPS27	YNR006W	chr14	626664	+	21
ATG3	YNR007C	chr14	629871	-	58
LRO1	YNR008W	chr14	630064	+	31
NRM1	YNR009W	chr14	632335	+	54
CSE2	YNR010W	chr14	633401	+	42
PRP2	YNR011C	chr14	636667	-	18
URK1	YNR012W	chr14	637039	+	92
PHO91	YNR013C	chr14	641442	-	31
YNR014W	YNR014W	chr14	642106	+	51
SMM1	YNR015W	chr14	643072	+	7
ACC1	YNR016C	chr14	651600	-	534
TIM23	YNR017W	chr14	652408	+	197
RCF2	YNR018W	chr14	653941	+	21
ARE2	YNR019W	chr14	654989	+	42
ATP23	YNR020C	chr14	657813	-	-85
YNR021W	YNR021W	chr14	658026	+	27
MRPL50	YNR022C	chr14	659894	-	25
SNF12	YNR023W	chr14	660054	+	40
MPP6	YNR024W	chr14	662069	+	16
SEC12	YNR026C	chr14	664393	-	28
BUD17	YNR027W	chr14	664592	+	7
CPR8	YNR028W	chr14	665796	+	57
YNR029C	YNR029C	chr14	668193	-	29
ALG12	YNR030W	chr14	668414	+	61
SSK2	YNR031C	chr14	675397	-	288
PPG1	YNR032W	chr14	675581	+	105
HUB1	YNR032C-A	chr14	677179	-	37
ABZ1	YNR033W	chr14	677307	+	6
SOL1	YNR034W	chr14	679896	+	103
EGO4	YNR034W-A	chr14	682167	+	72
ARC35	YNR035C	chr14	683758	-	33
MRPS12	YNR036C	chr14	684510	-	10
RSM19	YNR037C	chr14	685021	-	16
DBP6	YNR038W	chr14	685269	+	4
ZRG17	YNR039C	chr14	689140	-	31
DPI29	YNR040W	chr14	689363	+	5
COQ2	YNR041C	chr14	691361	-	24
MVD1	YNR043W	chr14	691560	+	13
AGA1	YNR044W	chr14	693336	+	41
PET494	YNR045W	chr14	695792	+	25
TRM112	YNR046W	chr14	697454	+	12
FPK1	YNR047W	chr14	698142	+	59
YNR048W	YNR048W	chr14	701281	+	27
MSO1	YNR049C	chr14	703363	-	30
LYS9	YNR050C	chr14	705105	-	39
POP2	YNR052C	chr14	710367	-	57
NOG2	YNR053C	chr14	712817	-	43
ESF2	YNR054C	chr14	713995	-	27
HOL1	YNR055C	chr14	720305	-	457
BIO5	YNR056C	chr14	722892	-	-73
BIO4	YNR057C	chr14	723493	-	-238
MNT4	YNR059W	chr14	726364	+	101
YNR061C	YNR061C	chr14	733287	-	86
YNR063W	YNR063W	chr14	736539	+	71
YNR066C	YNR066C	chr14	744706	-	4
DSE4	YNR067C	chr14	748819	-	46
BSC5	YNR069C	chr14	752416	-	154
COS10	YNR075W	chr14	755904	+	24
BDS1	YOL164W	chr15	6017	+	62
YOL159C-A	YOL159C-A	chr15	15498	-	89
CSS3	YOL159C	chr15	17718	-	18
ENB1	YOL158C	chr15	21341	-	126
HPF1	YOL155C	chr15	31627	-	54
ZPS1	YOL154W	chr15	34352	+	273
FRE7	YOL152W	chr15	40702	+	13
GRE2	YOL151W	chr15	43647	+	14
DCP1	YOL149W	chr15	44886	+	19
SPT20	YOL148C	chr15	47564	-	44
PEX11	YOL147C	chr15	48611	-	22
PSF3	YOL146W	chr15	48797	+	13
CTR9	YOL145C	chr15	52785	-	51
NOP8	YOL144W	chr15	53022	+	22
RIB4	YOL143C	chr15	55093	-	43
RRP40	YOL142W	chr15	55491	+	13
ARG8	YOL140W	chr15	58656	+	49
CDC33	YOL139C	chr15	61036	-	80
RTC1	YOL138C	chr15	65352	-	67
BSC6	YOL137W	chr15	65500	+	56
PFK27	YOL136C	chr15	68911	-	222
MED7	YOL135C	chr15	70010	-	31
HRT1	YOL133W	chr15	70225	+	34
YOL131W	YOL131W	chr15	72962	+	5
ALR1	YOL130W	chr15	74089	+	247
VPS68	YOL129W	chr15	77476	+	20
YGK3	YOL128C	chr15	79486	-	71
RPL25	YOL127W	chr15	80250	+	34
MDH2	YOL126C	chr15	82932	-	76
TRM13	YOL125W	chr15	83620	+	150
TRM11	YOL124C	chr15	86716	-	28
HRP1	YOL123W	chr15	87409	+	366
SMF1	YOL122C	chr15	91386	-	36
RPS19A	YOL121C	chr15	92811	-	30
RPL18A	YOL120C	chr15	94353	-	20
MCH4	YOL119C	chr15	96356	-	68
RRI2	YOL117W	chr15	97439	+	39
MSN1	YOL116W	chr15	99605	+	131
PTH4	YOL114C	chr15	103864	-	12
SKM1	YOL113W	chr15	104124	+	129
MSB4	YOL112W	chr15	106456	+	181
MDY2	YOL111C	chr15	108872	-	49
SHR5	YOL110W	chr15	109091	+	12
ZEO1	YOL109W	chr15	110168	+	56
INO4	YOL108C	chr15	111811	-	4
YOL107W	YOL107W	chr15	111966	+	57
WSC3	YOL105C	chr15	116000	-	271
ITR2	YOL103W	chr15	117821	+	170
TPT1	YOL102C	chr15	120698	-	19
IZH4	YOL101C	chr15	121973	-	63
PKH2	YOL100W	chr15	123009	+	218
SDD3	YOL098C	chr15	129923	-	95
WRS1	YOL097C	chr15	131826	-	11
COQ3	YOL096C	chr15	133064	-	29
HMI1	YOL095C	chr15	135370	-	33
RFC4	YOL094C	chr15	136581	-	36
TRM10	YOL093W	chr15	136779	+	26
YPQ1	YOL092W	chr15	138153	+	41
MSH2	YOL090W	chr15	141334	+	38
HAL9	YOL089C	chr15	147514	-	34
MPD2	YOL088C	chr15	148757	-	22
DUF1	YOL087C	chr15	152902	-	275
MHF1	YOL086W-A	chr15	153106	+	57
ADH1	YOL086C	chr15	154622	-	38
PHM7	YOL084W	chr15	156244	+	102
ATG34	YOL083W	chr15	159606	+	98
ATG19	YOL082W	chr15	162658	+	59
IRA2	YOL081W	chr15	164775	+	285
REX4	YOL080C	chr15	175462	-	44
AVO1	YOL078W	chr15	175651	+	22
ATP19	YOL077W-A	chr15	179395	+	34
BRX1	YOL077C	chr15	180742	-	28
MDM20	YOL076W	chr15	180993	+	22
YOL075C	YOL075C	chr15	187612	-	79
DSC2	YOL073C	chr15	188824	-	33
THP1	YOL072W	chr15	188939	+	22
SDH5	YOL071W	chr15	190500	+	-2
NBA1	YOL070C	chr15	192744	-	28
HST1	YOL068C	chr15	195800	-	-58
RTG1	YOL067C	chr15	196520	-	23
RIB2	YOL066C	chr15	198479	-	29
INP54	YOL065C	chr15	199883	-	27
MET22	YOL064C	chr15	201168	-	21
CRT10	YOL063C	chr15	204309	-	73
APM4	YOL062C	chr15	205986	-	20
PRS5	YOL061W	chr15	206158	+	57
MAM3	YOL060C	chr15	210174	-	66
GPD2	YOL059W	chr15	211109	+	-20
ARG1	YOL058W	chr15	213102	+	72
YOL057W	YOL057W	chr15	214712	+	18
GPM3	YOL056W	chr15	217152	+	79
THI20	YOL055C	chr15	220085	-	47
PSH1	YOL054W	chr15	222529	+	48
AIM39	YOL053W	chr15	224125	+	-84
DDR2	YOL052C-A	chr15	225744	-	33
SPE2	YOL052C	chr15	227606	-	14
GAL11	YOL051W	chr15	228706	+	190
GSH2	YOL049W	chr15	232527	+	42
RRT8	YOL048C	chr15	235308	-	48
PSK2	YOL045W	chr15	236982	+	465
PEX15	YOL044W	chr15	241050	+	50
NTG2	YOL043C	chr15	243567	-	83
NGL1	YOL042W	chr15	243716	+	59
NOP12	YOL041C	chr15	246643	-	47
RPS15	YOL040C	chr15	247564	-	37
RPP2A	YOL039W	chr15	248219	+	28
PRE6	YOL038W	chr15	249256	+	31
YOL036W	YOL036W	chr15	250302	+	393
SMC5	YOL034W	chr15	253846	+	27
MSE1	YOL033W	chr15	257367	+	58
OPI10	YOL032W	chr15	259316	+	63
SIL1	YOL031C	chr15	261554	-	75
GAS5	YOL030W	chr15	262087	+	50
YAP7	YOL028C	chr15	265537	-	217
MDM38	YOL027C	chr15	267677	-	3
MIM1	YOL026C	chr15	268314	-	11
LAG2	YOL025W	chr15	268845	+	62
IFM1	YOL023W	chr15	272001	+	5
TSR4	YOL022C	chr15	275478	-	30
DIS3	YOL021C	chr15	279431	-	53
TAT2	YOL020W	chr15	279999	+	125
YOL019W	YOL019W	chr15	282707	+	142
TLG2	YOL018C	chr15	286072	-	48
ESC8	YOL017W	chr15	286390	+	87
CMK2	YOL016C	chr15	290093	-	25
IRC10	YOL015W	chr15	290368	+	657
HRD1	YOL013C	chr15	303053	-	158
HTZ1	YOL012C	chr15	303948	-	105
PLB3	YOL011W	chr15	305180	+	30
RCL1	YOL010W	chr15	307732	+	54
MDM12	YOL009C	chr15	310007	-	24
COQ10	YOL008W	chr15	310117	+	39
CSI2	YOL007C	chr15	312296	-	85
TOP1	YOL006C	chr15	315385	-	156
RPB11	YOL005C	chr15	316050	-	37
SIN3	YOL004W	chr15	316562	+	201
PFA4	YOL003C	chr15	322827	-	8
IZH2	YOL002C	chr15	324192	-	7
RRP6	YOR001W	chr15	326581	+	40
ALG6	YOR002W	chr15	329166	+	40
YSP3	YOR003W	chr15	331214	+	30
UTP23	YOR004W	chr15	333334	+	49
DNL4	YOR005C	chr15	336282	-	-852
TSR3	YOR006C	chr15	338452	-	40
SGT2	YOR007C	chr15	339774	-	5
SLG1	YOR008C	chr15	342417	-	217
TIR4	YOR009W	chr15	344075	+	44
TIR2	YOR010C	chr15	346775	-	44
AUS1	YOR011W	chr15	349319	+	141
YOR012W	YOR012W	chr15	356294	+	24
RTS1	YOR014W	chr15	357190	+	259
ERP4	YOR016C	chr15	360913	-	54
ROD1	YOR018W	chr15	364097	+	47
YOR019W	YOR019W	chr15	367781	+	121
HSP10	YOR020C	chr15	370659	-	38
MCO10	YOR020W-A	chr15	371418	+	46
SFM1	YOR021C	chr15	373243	-	24
DDL1	YOR022C	chr15	375657	-	20
AHC1	YOR023C	chr15	377564	-	72
HST3	YOR025W	chr15	377980	+	19
BUB3	YOR026W	chr15	379536	+	25
STI1	YOR027W	chr15	380798	+	35
CIN5	YOR028C	chr15	384239	-	37
DFG16	YOR030W	chr15	386632	+	102
HMS1	YOR032C	chr15	390934	-	-50
EXO1	YOR033C	chr15	394561	-	128
AKR2	YOR034C	chr15	397208	-	213
SHE4	YOR035C	chr15	400030	-	20
PEP12	YOR036W	chr15	400224	+	30
CYC2	YOR037W	chr15	401438	+	23
HIR2	YOR038C	chr15	405345	-	51
CKB2	YOR039W	chr15	405524	+	150
GLO4	YOR040W	chr15	406927	+	43
CUE5	YOR042W	chr15	408279	+	52
WHI2	YOR043W	chr15	410372	+	405
IRC23	YOR044W	chr15	412668	+	246
TOM6	YOR045W	chr15	413720	+	39
DBP5	YOR046C	chr15	415846	-	32
STD1	YOR047C	chr15	417727	-	139
RAT1	YOR048C	chr15	421589	-	32
ETT1	YOR051C	chr15	426011	-	20
